half,group,code,title,bvid,aid,baseline_source,baseline_fetched_at,current_fetched_at,views,likes,coins,favorites,shares,replies,danmaku,baseline_views,baseline_likes,baseline_coins,baseline_favorites,baseline_shares,baseline_replies,baseline_danmaku,delta_views,delta_likes,delta_coins,delta_favorites,delta_shares,delta_replies,delta_danmaku,growth_views_pct,growth_likes_pct,growth_coins_pct,growth_favorites_pct,growth_shares_pct,growth_replies_pct,growth_danmaku_pct,baseline_like_rate,current_like_rate,delta_like_rate,baseline_coin_rate,current_coin_rate,delta_coin_rate,baseline_fav_rate,current_fav_rate,delta_fav_rate,baseline_reply_rate,current_reply_rate,delta_reply_rate,baseline_share_rate,current_share_rate,delta_share_rate,published_china_time,duration_seconds
下半场,中文组,YC2070,【YC2070】繁花收梢之时,BV1hn7t65Ezy,116807306381524,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,497,37,24,36,10,15,0,329,31,22,31,8,11,0,168,6,2,5,2,4,0,51.06,19.35,9.09,16.13,25.0,36.36,0.0,0.094225,0.074447,-0.019778,0.066869,0.04829,-0.018579,0.094225,0.072435,-0.02179,0.033435,0.030181,-0.003254,0.024316,0.020121,-0.004195,2026-06-25 18:30:00 +08:00,207
下半场,中文组,YC2074,【YC2074】水母,BV13E7t61ECW,116807323094300,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,507,28,8,22,6,5,0,363,24,8,19,5,5,0,144,4,0,3,1,0,0,39.67,16.67,0.0,15.79,20.0,0.0,0.0,0.066116,0.055227,-0.010889,0.022039,0.015779,-0.00626,0.052342,0.043393,-0.008949,0.013774,0.009862,-0.003912,0.013774,0.011834,-0.00194,2026-06-25 18:30:00 +08:00,137
下半场,中文组,YC2080,【YC2080】ra1n.drops,BV1GE7t61EMe,116807323093914,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,343,16,9,16,5,7,0,217,13,6,12,3,5,0,126,3,3,4,2,2,0,58.06,23.08,50.0,33.33,66.67,40.0,0.0,0.059908,0.046647,-0.013261,0.02765,0.026239,-0.001411,0.0553,0.046647,-0.008653,0.023041,0.020408,-0.002633,0.013825,0.014577,0.000752,2026-06-25 18:30:00 +08:00,210
下半场,中文组,YC2084,【YC2084】冷牛奶,BV1GE7t61EPN,116807323093734,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,661,38,24,37,14,17,0,372,28,15,28,8,11,0,289,10,9,9,6,6,0,77.69,35.71,60.0,32.14,75.0,54.55,0.0,0.075269,0.057489,-0.01778,0.040323,0.036309,-0.004014,0.075269,0.055976,-0.019293,0.02957,0.025719,-0.003851,0.021505,0.02118,-0.000325,2026-06-25 18:30:00 +08:00,259
下半场,中文组,YC2086,【YC2086】论夏天吃冰淇淋之必要？！,BV1i37t6nELJ,116807339936526,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,1178,47,28,42,15,18,0,892,43,24,38,11,14,0,286,4,4,4,4,4,0,32.06,9.3,16.67,10.53,36.36,28.57,0.0,0.048206,0.039898,-0.008308,0.026906,0.023769,-0.003137,0.042601,0.035654,-0.006947,0.015695,0.01528,-0.000415,0.012332,0.012733,0.000401,2026-06-25 18:30:00 +08:00,266
下半场,中文组,YC2087,【YC2087】我嘅青春，最後淨返杯冰檸茶,BV1L37t6nEkJ,116807339870770,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,354,16,6,14,5,7,0,237,12,2,10,3,6,0,117,4,4,4,2,1,0,49.37,33.33,200.0,40.0,66.67,16.67,0.0,0.050633,0.045198,-0.005435,0.008439,0.016949,0.00851,0.042194,0.039548,-0.002646,0.025316,0.019774,-0.005542,0.012658,0.014124,0.001466,2026-06-25 18:30:00 +08:00,203
下半场,中文组,YC2089,【YC2089】双人成厨,BV1L37t6nE7z,116807339871575,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,513,27,19,30,6,8,0,330,22,15,26,5,6,0,183,5,4,4,1,2,0,55.45,22.73,26.67,15.38,20.0,33.33,0.0,0.066667,0.052632,-0.014035,0.045455,0.037037,-0.008418,0.078788,0.05848,-0.020308,0.018182,0.015595,-0.002587,0.015152,0.011696,-0.003456,2026-06-25 18:30:00 +08:00,171
下半场,中文组,YC2090,【YC2090】金江左岸漫游杂记,BV1L37t6nE11,116807339871083,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,425,23,8,21,1,5,0,276,19,4,18,1,4,0,149,4,4,3,0,1,0,53.99,21.05,100.0,16.67,0.0,25.0,0.0,0.068841,0.054118,-0.014723,0.014493,0.018824,0.004331,0.065217,0.049412,-0.015805,0.014493,0.011765,-0.002728,0.003623,0.002353,-0.00127,2026-06-25 18:30:00 +08:00,294
下半场,中文组,YC2093,【YC2093】听觉伪证,BV1L37t6nEyQ,116807339871143,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,1124,54,40,55,14,20,1,802,42,33,42,14,18,1,322,12,7,13,0,2,0,40.15,28.57,21.21,30.95,0.0,11.11,0.0,0.052369,0.048043,-0.004326,0.041147,0.035587,-0.00556,0.052369,0.048932,-0.003437,0.022444,0.017794,-0.00465,0.017456,0.012456,-0.005,2026-06-25 18:30:00 +08:00,224
下半场,中文组,YC2096,【YC2096】海基线,BV1L37t6nEQY,116807339869659,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,578,33,20,36,15,10,0,397,29,16,30,14,10,0,181,4,4,6,1,0,0,45.59,13.79,25.0,20.0,7.14,0.0,0.0,0.073048,0.057093,-0.015955,0.040302,0.034602,-0.0057,0.075567,0.062284,-0.013283,0.025189,0.017301,-0.007888,0.035264,0.025952,-0.009312,2026-06-25 18:30:00 +08:00,249
下半场,中文组,YC2100,【YC2100】夜尚未明,BV1L37t6nEJY,116807339871521,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,527,46,27,45,3,14,0,338,38,22,37,2,12,0,189,8,5,8,1,2,0,55.92,21.05,22.73,21.62,50.0,16.67,0.0,0.112426,0.087287,-0.025139,0.065089,0.051233,-0.013856,0.109467,0.085389,-0.024078,0.035503,0.026565,-0.008938,0.005917,0.005693,-0.000224,2026-06-25 18:30:00 +08:00,184
下半场,外文组,YF2001,【YF2001】Reborn（重生）,BV1LG7t6SEJV,116807390201740,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,318,17,4,8,2,6,0,214,14,4,6,2,4,0,104,3,0,2,0,2,0,48.6,21.43,0.0,33.33,0.0,50.0,0.0,0.065421,0.053459,-0.011962,0.018692,0.012579,-0.006113,0.028037,0.025157,-0.00288,0.018692,0.018868,0.000176,0.009346,0.006289,-0.003057,2026-06-25 18:30:00 +08:00,209
下半场,外文组,YF2002,【YF2002】破邪の剣～デーモンブレイカー（破邪之剑～Demon Breaker）,BV1LG7t6SEcj,116807390202781,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,386,17,8,19,9,12,0,277,15,8,15,5,12,0,109,2,0,4,4,0,0,39.35,13.33,0.0,26.67,80.0,0.0,0.0,0.054152,0.044041,-0.010111,0.028881,0.020725,-0.008156,0.054152,0.049223,-0.004929,0.043321,0.031088,-0.012233,0.018051,0.023316,0.005265,2026-06-25 18:30:00 +08:00,237
下半场,外文组,YF2008,【YF2008】Catch me， Mr. Cat,BV1T87t6MEiZ,116807406977289,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,333,19,7,12,1,10,0,218,17,6,10,1,7,0,115,2,1,2,0,3,0,52.75,11.76,16.67,20.0,0.0,42.86,0.0,0.077982,0.057057,-0.020925,0.027523,0.021021,-0.006502,0.045872,0.036036,-0.009836,0.03211,0.03003,-0.00208,0.004587,0.003003,-0.001584,2026-06-25 18:30:00 +08:00,193
下半场,外文组,YF2012,【YF2012】天使が待つ最終列車（等待天使的末班列车）,BV1T87t6MEx9,116807406978897,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,632,39,25,22,15,22,1,414,30,20,15,8,15,0,218,9,5,7,7,7,1,52.66,30.0,25.0,46.67,87.5,46.67,100.0,0.072464,0.061709,-0.010755,0.048309,0.039557,-0.008752,0.036232,0.03481,-0.001422,0.036232,0.03481,-0.001422,0.019324,0.023734,0.00441,2026-06-25 18:30:00 +08:00,226
下半场,外文组,YF2014,【YF2014】April Rain,BV1T87t6MEwZ,116807406979715,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,531,26,8,22,9,22,0,315,18,7,14,3,6,0,216,8,1,8,6,16,0,68.57,44.44,14.29,57.14,200.0,266.67,0.0,0.057143,0.048964,-0.008179,0.022222,0.015066,-0.007156,0.044444,0.041431,-0.003013,0.019048,0.041431,0.022383,0.009524,0.016949,0.007425,2026-06-25 18:30:00 +08:00,335
下半场,外文组,YF2015,【YF2015】黄昏のセイビアー（黄昏救赎者）,BV1K87t6ME9e,116807406979242,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,344,22,5,13,3,8,0,225,17,4,8,2,7,0,119,5,1,5,1,1,0,52.89,29.41,25.0,62.5,50.0,14.29,0.0,0.075556,0.063953,-0.011603,0.017778,0.014535,-0.003243,0.035556,0.037791,0.002235,0.031111,0.023256,-0.007855,0.008889,0.008721,-0.000168,2026-06-25 18:30:00 +08:00,271
下半场,外文组,YF2020,【YF2020】Life As It Is（生活本来如此）,BV1Tt7t6zE8j,116807423757829,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,822,52,37,46,24,33,2,521,43,29,34,16,21,1,301,9,8,12,8,12,1,57.77,20.93,27.59,35.29,50.0,57.14,100.0,0.082534,0.06326,-0.019274,0.055662,0.045012,-0.01065,0.065259,0.055961,-0.009298,0.040307,0.040146,-0.000161,0.03071,0.029197,-0.001513,2026-06-25 18:30:00 +08:00,241
下半场,外文组,YF2022,【YF2022】溶ける熱 (溶化的热度),BV1Tt7t6zEUH,116807423756844,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,332,20,8,18,7,16,1,240,18,8,15,5,14,1,92,2,0,3,2,2,0,38.33,11.11,0.0,20.0,40.0,14.29,0.0,0.075,0.060241,-0.014759,0.033333,0.024096,-0.009237,0.0625,0.054217,-0.008283,0.058333,0.048193,-0.01014,0.020833,0.021084,0.000251,2026-06-25 18:30:00 +08:00,190
下半场,外文组,YF2026,【YF2026】Òran an Loch Airgid (银湖之歌),BV1Tt7t6zEmF,116807423756915,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,314,15,8,8,5,4,0,206,12,8,6,3,3,0,108,3,0,2,2,1,0,52.43,25.0,0.0,33.33,66.67,33.33,0.0,0.058252,0.047771,-0.010481,0.038835,0.025478,-0.013357,0.029126,0.025478,-0.003648,0.014563,0.012739,-0.001824,0.014563,0.015924,0.001361,2026-06-25 18:30:00 +08:00,280
下半场,外文组,YF2028,【YF2028】♡☆啾噜噜哩啦☆♡ 魔法的告白！！！,BV1487t6MEqf,116807407045474,outputs/bilibili-geying-s3-second-half-video-stats-20260702-220031.csv,2026-07-02 22:00:31 +08:00,2026-07-10 15:49:06 +08:00,540,23,8,13,9,11,0,374,19,6,10,6,9,0,166,4,2,3,3,2,0,44.39,21.05,33.33,30.0,50.0,22.22,0.0,0.050802,0.042593,-0.008209,0.016043,0.014815,-0.001228,0.026738,0.024074,-0.002664,0.024064,0.02037,-0.003694,0.016043,0.016667,0.000624,2026-06-25 18:30:00 +08:00,150
